authority_text,nrows,removed,added
sec. 939(e),12,"('public_law', None, None, None)","('other', None, None, None)"
"18 U.S.C. 4161 to 4166 (Repealed in part as to offenses committed on or after November 1, 1987)",12,"('usc', 18, '1987', None)",""
Consolidated Farm and Rural Development Act (CONACT),12,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA sec 408(g),12,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1102 of the Social Security Act,11,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 429 of the FAA Reauthorization Act of 2018,11,"('act_relative', None, None, None)","('other', None, None, None)"
"18 USC 3621, 3622, 3624, 4001, 4042, 4081, 4082 (Repealed in part as to offenses committed on or after November 1, 1987), 5006, 5024 (Repealed October 12, 1984 as to offenses committed",11,"('usc', 18, '1984', None) | ('usc', 18, '1987', None)",""
Consolidated Farm and Rural Development Act,11,"('act_relative', None, None, None)","('other', None, None, None)"
"Pub. L. 10811, sec 1503",11,"('public_law', None, None, None)","('other', None, None, None)"
1844,11,"('usc', 12, '1844', None)","('other', None, None, None)"
CWA 316,11,"('act_relative', None, None, None)","('other', None, None, None)"
Resource Conservation Recovery Act sec 3004,11,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 112(d),11,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1614(f)(2) of the Social Security Act,11,"('act_relative', None, None, None)","('other', None, None, None)"
Intermodal Surface Transportation Efficiency Act (ISTEA),11,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec. 112,10,"('act_relative', None, None, None)","('other', None, None, None)"
Section 212(d)(4)(C) of the Immigration & Nationality Act (INA),10,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act, section 407",10,"('act_relative', None, None, None)","('other', None, None, None)"
FNA sec. 5(e)(6)(c),10,"('act_relative', None, None, None)","('other', None, None, None)"
Outer Continental Shelf Lands Act (OCSLA),10,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1878 of the Social Security Act,10,"('act_relative', None, None, None)","('other', None, None, None)"
"Older Americans Act of 1965, as amended",10,"('act_relative', None, None, None)","('other', None, None, None)"
Health Information Technology for Economic and Clinical Health (HITECH) Act (title XIII of the American Recovery and Reinvestment Act of 2009),10,"('act_relative', None, None, None)","('other', None, None, None)"
Safe Drinking Water Act,10,"('act_relative', None, None, None)","('other', None, None, None)"
FAST ACT,10,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 5006-5024 (repealed Oct. 12, 1984 as to offenses committed after that date)",10,"('usc', 18, '1984', None)",""
"18021 to 18024 , 18031 to 18033 , 18041 to 18042 , 18044, 18051, 18054, 18061, 18063, 18071, and 18081 to 18083",10,"('usc', 42, '18021', None) | ('usc', 42, '18031', None) | ('usc', 42, '18041', None) | ('usc', 42, '18044', None) | ('usc', 42, '18051', None) | ('usc', 42, '18054', None) | ('usc', 42, '18061', None) | ('usc', 42, '18063', None) | ('usc', 42, '18071', None) | ('usc', 42, '18081', None)","('other', None, None, None)"
1902(a)(30)(A) of the Social Security Act,10,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 1512, 3621, 3622, 3624, 4001, 4005, 4042, 4081, and 4082 (Repealed in part as to offenses committed on or after November 1, 1987)",10,"('usc', 18, '1987', None)",""
American Rescue Plan Act,10,"('act_relative', None, None, None)","('other', None, None, None)"
INA sec. 212(a)(4),10,"('act_relative', None, None, None)","('other', None, None, None)"
CAA title I,10,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 3621, 3622, 3624, 4001, 4042, 4081, 4082 (Repealed in part as to offenses committed on or after November 1, 1987), 5006 5024 (Repealed October 12, 1984 as to offenses committed",10,"('usc', 18, '1984', None) | ('usc', 18, '1987', None)",""
sec.1819(d)(4)(B) and 1919(d)(4)(B) of the Social Security Act,10,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec. 1818A(d)(2)",10,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 504 of the Rehabilitation Act of 1973,10,"('act_relative', None, None, None)","('other', None, None, None)"
Food and Nutrition Act of 2008,10,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1866",10,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 4001, 18 U.S.C. 4042, 18 U.S.C. 4081, 18 U.S.C. 4082 (repealed in part as to offenses committed on or after November 1, 1987)",10,"('usc', 18, '1987', None)",""
"18 U.S.C. 4082 (Repealed in part as to offenses committed on or after November 1, 1987)",10,"('usc', 18, '1987', None)",""
sec 504 of the Rehabilitation Act of 1973,10,"('act_relative', None, None, None)","('other', None, None, None)"
TSCA sec 601,10,"('act_relative', None, None, None)","('other', None, None, None)"
sec 872,10,"('public_law', None, None, None)","('other', None, None, None)"
sec 2144(e) of the Public Health Service Act,10,"('act_relative', None, None, None)","('other', None, None, None)"
Federal Hazardous Substances Act,10,"('act_relative', None, None, None)","('other', None, None, None)"
secs.1819 and 1919 of the Social Security Act,10,"('act_relative', None, None, None)","('other', None, None, None)"
"18 USC 3621, 3622, 3624, 4001, 4042, 4081, 4082 (Repealed in part as to offenses committed on or after November 1, 1987), 5006-5024 (Repealed October 12, 1984 as to offenses committed",10,"('usc', 18, '1984', None) | ('usc', 18, '1987', None)",""
"18 U.S.C. 3621, 3622, 3624, 4001, 4042, 4081, 4082 (Repealed in part as to offenses committed on or after November 1, 1987), 5006-5024 (Repealed October 12, 1984 as to offenses committed",10,"('usc', 18, '1984', None) | ('usc', 18, '1987', None)",""
Stat 2936,10,"('statute_at_large', None, None, None)","('other', None, None, None)"
"18 U.S.C. 4001, 18 U.S.C. 4042, 18 U.S.C. 4081, 18 U.S.C. 4082 (Repealed in part as to offenses committed on or after November 1, 1987)",10,"('usc', 18, '1987', None)",""
"1715u, and 1715z-21",10,"('usc', 12, '1715u', None) | ('usc', 12, '1715z-21', None)","('other', None, None, None)"
CEA sec. 2(h),10,"('act_relative', None, None, None)","('other', None, None, None)"
"18 USC 3521 to 3528, 3621 and 3622, 3624, 4001, 4042, 4046, 4081 and 4082 (Repealed in part as to offenses committed on or after November 1, 1987)",10,"('usc', 18, '1987', None)",""
"18 U.S.C. 4082, (Repealed in part as to offenses committed on or after November 1, 1987),",10,"('usc', 18, '1987', None)",""
CAA 112(d)(2) and 112(d)(3),10,"('act_relative', None, None, None)","('other', None, None, None)"
Migratory Bird Treaty Act,10,"('act_relative', None, None, None)","('other', None, None, None)"
MMA 2003,10,"('act_relative', None, None, None)","('other', None, None, None)"
3568 and 3569,10,"('usc', 18, '3568', None) | ('usc', 18, '3569', None)","('other', None, None, None)"
National Technology Transfer and Advancement Act (NTTAA) of 1995,10,"('act_relative', None, None, None)","('other', None, None, None)"
"18 USC 1512, 3621, 3622, 3624, 4001, 4005, 4042, 4081 and 4082 (Repealed in part as to offenses committed on or after November 1, 1987)",10,"('usc', 18, '1987', None)",""
"18 U.S.C. 5006-5024 (Repealed October 12, 1984 as to offenses committed)",10,"('usc', 18, '1984', None)",""
"Secs. 609(b), 602(b)(3), and 701(a) of the Federal Food, Drug, and Cosmetic Act",9,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 5006-5024 (Repealed October 12, 1984, as to offenses committed after that date), 5039",9,"('usc', 18, '1984', None)",""
1437z-5,9,"('usc', 42, '1437z-5', None)","('other', None, None, None)"
sec. 7 of the Small Business Act,9,"('act_relative', None, None, None)","('other', None, None, None)"
Wagner-Peyser Act,9,"('act_relative', None, None, None)","('other', None, None, None)"
CWA 401,9,"('act_relative', None, None, None)","('other', None, None, None)"
CWA 304(a)(9),9,"('act_relative', None, None, None)","('other', None, None, None)"
"Noise Control Act of 1972, sec 8",9,"('act_relative', None, None, None)","('other', None, None, None)"
RCRA 4004,9,"('act_relative', None, None, None)","('other', None, None, None)"
INA 221(d),9,"('act_relative', None, None, None)","('other', None, None, None)"
"secs. 641(a), 641(c), and 644(c), of the Head Start Act",9,"('act_relative', None, None, None)","('other', None, None, None)"
National Technology Transfer and Advancement Act of 1995,9,"('act_relative', None, None, None)","('other', None, None, None)"
"sec 301 of the National Organ Transplant Act (NOTA) of 1984, as amended",9,"('act_relative', None, None, None)","('other', None, None, None)"
INA sec. 103(a)(3),9,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1871 of the Social Security Act,9,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1888(e) of the Social Security Act,9,"('act_relative', None, None, None)","('other', None, None, None)"
INA 212(a)(1),9,"('act_relative', None, None, None)","('other', None, None, None)"
INA sec. 103(a)(1),9,"('act_relative', None, None, None)","('other', None, None, None)"
Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015.,9,"('act_relative', None, None, None)","('other', None, None, None)"
"Federal Insecticide, Fungicide, and Rodenticide Act sec 25",9,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act, title I",9,"('act_relative', None, None, None)","('other', None, None, None)"
"Title XXI of the Social Security Act, sec 2104",9,"('act_relative', None, None, None)","('other', None, None, None)"
Title V of the Trade and Development Act of 2000,9,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 202,9,"('act_relative', None, None, None)","('other', None, None, None)"
INA 101(a)(15)(K),9,"('act_relative', None, None, None)","('other', None, None, None)"
"sec 4116 of the Food, Conservation, and Energy Act of 2008",9,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA sec 4022,9,"('act_relative', None, None, None)","('other', None, None, None)"
Poultry Products Inspection Act (PPIA),9,"('act_relative', None, None, None)","('other', None, None, None)"
The Federal Meat Inspection Act (FMIA),9,"('act_relative', None, None, None)","('other', None, None, None)"
INA 101(a)(15)(H),9,"('act_relative', None, None, None)","('other', None, None, None)"
INA sec. 235(b)(1)(B),9,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 5006 to 5024 (Repealed October 12, 1984, as to offenses committed after that date), 5039",9,"('usc', 18, '1984', None)",""
"The Consolidated Farm and Rural Development Act, as amended",9,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 301(a),9,"('act_relative', None, None, None)","('other', None, None, None)"
sec 325 of the Energy Independence and Security Act of 2007,9,"('act_relative', None, None, None)","('other', None, None, None)"
sec 737 of the Dodd-Frank Wall Street Reform and Consumer Protection Act,9,"('act_relative', None, None, None)","('other', None, None, None)"
"secs 1102, 11281 and 1871 Social Security Act",9,"('act_relative', None, None, None)","('other', None, None, None)"
1923(g) of the Social Security Act,9,"('act_relative', None, None, None)","('other', None, None, None)"
EPCRA 313,9,"('act_relative', None, None, None)",""
ERISA sec 4044,9,"('act_relative', None, None, None)","('other', None, None, None)"
Administrative Procedure Act,9,"('act_relative', None, None, None)","('other', None, None, None)"
sec 5508 of the Affordable Care Act,9,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1612 of the Social Security Act,9,"('act_relative', None, None, None)","('other', None, None, None)"
Ocean Shipping Reform Act of 2022,9,"('act_relative', None, None, None)","('other', None, None, None)"
RCRA sec 1004,9,"('act_relative', None, None, None)","('other', None, None, None)"
TSCA 4,8,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 522 of the BIPA 2000,8,"('act_relative', None, None, None)","('other', None, None, None)"
212(a)(10) INA,8,"('act_relative', None, None, None)","('other', None, None, None)"
CAAA sec 320,8,"('act_relative', None, None, None)","('other', None, None, None)"
CAA 111 and 112,8,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 111 and 129,8,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec. 1115A",8,"('act_relative', None, None, None)","('other', None, None, None)"
PL 95 616,8,"('public_law', None, None, None)","('other', None, None, None)"
Moving Ahead for Progress in the 21st Century (MAP-21) Act,8,"('act_relative', None, None, None)","('other', None, None, None)"
SDWA,8,"('act_relative', None, None, None)","('other', None, None, None)"
Cooperative Forestry Assistance Act of 1978,8,"('act_relative', None, None, None)","('other', None, None, None)"
SDWA sec. 1412(b)(9),8,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act title V,8,"('act_relative', None, None, None)","('other', None, None, None)"
CEA sec 4a,8,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec. 1173",8,"('act_relative', None, None, None)","('other', None, None, None)"
CAAA sec 172(a),8,"('act_relative', None, None, None)","('other', None, None, None)"
sec 727 of the Dodd-Frank Wall Street Reform and Consumer Protection Act (sec 2(a)(13) of the Commodity Exchange Act),8,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act Section 112(b)(3),8,"('act_relative', None, None, None)","('other', None, None, None)"
CWA sec 501,8,"('act_relative', None, None, None)","('other', None, None, None)"
"sec 1124, 1816, 1842, and 1893 of the Social Security Act",8,"('act_relative', None, None, None)","('other', None, None, None)"
sec 3568 and 3569,8,"('usc', 18, '3568', None) | ('usc', 18, '3569', None)","('other', None, None, None)"
CAAA,8,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 4161 to 4166 (repealed October 12, 1984, as to offenses committed on or after November 1, 1987), 5006 to 5024 (repealed October 12, 1984 as to conduct occurring after that date)",8,"('usc', 18, '1984', None) | ('usc', 18, '1987', None)",""
"205(a), 702(a)(5), 810(a), and 1631(d)(1) of the Social Security Act",8,"('act_relative', None, None, None)","('other', None, None, None)"
sec 205(c) Federal Property and Administrative Services Act of 1949,8,"('act_relative', None, None, None)","('other', None, None, None)"
"title V, PL 109 to 351",8,"('public_law', None, None, None)","('other', None, None, None)"
sec 1347,8,"('public_law', None, None, None)","('other', None, None, None)"
Agricultural Credit Act of 1978,8,"('act_relative', None, None, None)","('other', None, None, None)"
